1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,,,,,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,54,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,,,,,,20,,,,,,,20,,,,,,,,,,,,54,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,57,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,57,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,57,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,50,50,3,,,50,50,,,3,50,50,3,3,3,3,3,3,3,3,3,3,3,3,3,50,50,50,50,50,50,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,57,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,6,6,3,,,,,,,3,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,57,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,,,3,,,,,,,3,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,57,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,,,,,,,,,,,,3,3,50,50,3,,,,,,,3,50,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,57,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,10,,,,,20,,,,,,,,3,3,3,3,3,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,3,3,3,57,3,3,3,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,51,,,,,,,,,,,3,3,3,3,3,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,3,3,57,3,3,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,3,3,3,3,3,3,3,,11,,,3,3,3,3,3,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,3,3,57,3,3,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,,3,3,3,3,3,3,,,,,3,3,3,3,3,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,3,3,57,3,3,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,,3,3,3,3,3,3,,,,,3,3,50,50,3,,,50,50,,,3,50,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,3,3,57,3,3,,,,,,,,,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,,3,3,3,3,3,3,,,,,3,3,6,6,3,,,,,,,3,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,30,3,2,57,2,3,30,,,,,,,,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,,3,3,3,3,3,3,,,,,3,3,,,3,,,,,,,3,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,52,3,2,6,91,6,2,3,52,,,,,,,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,,3,3,3,3,3,3,,,,,3,3,50,50,3,,,,,,,3,50,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,11,,,3,2,6,,,,6,2,3,,11,,,,,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,,3,3,3,3,3,3,,,,,3,3,3,3,3,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,3,2,,,,,,2,3,,,,,,,,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,,3,3,3,3,3,3,,,,,3,3,3,3,3,,,,,,,3,3,3,3,3,3,13,,3,3,3,3,3,3,13,,3,3,3,3,3,3,13,,3,3,3,3,3,3,3,,,,,,,,3,2,41,,40,,,2,3,,,,,,,,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,,3,3,3,3,3,3,,,,,3,3,3,3,3,,,,,,,3,3,3,3,3,3,,,3,3,3,3,3,3,,,3,3,3,3,3,3,,,3,3,3,3,,,3,,,,,,,,3,2,,,,,,2,3,,,,,,,,3,,,3,3,3,3,3,3,1
1,,,,,,,,,3,3,,,,,,,,,3,3,3,3,3,,,,,,,3,3,3,3,3,3,,,3,3,3,3,3,3,,,3,3,3,3,3,3,,,3,3,3,3,,41,3,,,,,,,,3,3,2,2,2,2,2,3,3,,,,,,,,3,41,,3,3,3,3,3,3,1
1,,,,,,,20,,3,3,,,,,,10,,,3,3,50,50,3,,,50,50,,,3,50,50,3,3,3,,,3,3,3,3,3,3,,,3,3,3,3,3,3,,,3,3,3,3,,,3,52,52,,,,,,3,3,3,3,3,3,3,3,3,,,,,,52,52,3,,,3,3,3,3,3,3,1
1,,,,,,,,,3,3,,,,,,,,,3,3,6,6,3,,,,,,,3,6,6,3,3,3,,,3,3,3,3,3,3,,,3,3,3,3,3,3,,,3,3,3,3,3,3,3,3,3,,,,,,51,3,3,3,3,3,3,3,51,,,,,,3,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,3,3,3,3,3,,,,,3,3,3,3,3,3,,,3,,,,,,,3,,,3,3,3,,,3,3,3,3,3,3,,,3,3,3,3,3,3,,,3,3,3,3,3,3,3,3,3,,,,,,51,,41,,3,,41,,51,,,,,,3,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,,3,3,,,,,3,3,3,3,3,3,50,50,3,,,,,,,3,50,50,3,3,3,,,3,3,3,3,3,3,,,3,3,3,3,3,3,,,3,3,3,3,3,,41,3,,,,,,,51,,,,3,,,,51,,,,,,,3,41,,3,3,3,3,3,3,3,1
1,,,,,,,,,3,3,,,,,3,3,3,3,3,3,3,3,3,,,,,,,3,3,3,3,3,3,,,3,3,3,3,3,3,,,3,3,3,3,3,3,,,3,3,3,3,3,,,3,,,,,,,3,3,3,3,3,3,3,3,3,,,,,,,3,,,3,3,3,3,3,3,3,1
1,,3,3,,,,,,,12,,,,,3,3,3,,,,3,3,3,,,,,,,3,3,3,3,3,3,,,3,3,3,3,3,3,,,3,3,3,3,3,3,,,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,1
1,,,,,,,,,,,,10,,,3,3,3,,,,3,3,3,,,,,,,3,3,3,3,3,3,,,3,3,3,3,3,3,,,3,3,3,3,3,3,,,3,3,3,3,3,3,,,,10,,,,,,,,,41,,,,,,,,10,,,,,3,3,3,3,3,3,3,3,1
1,,,,,,,,,,,,,,,3,3,3,,30,,51,51,51,,,,,,,51,51,51,51,51,51,,,51,51,51,51,51,51,,,51,51,51,51,51,51,,,51,51,51,51,51,91,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,1
2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,,,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
